video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
BcHBhkD8vh8,Word of the Day: color (n) 顏色,color (n),顏色,shingang,彰化縣伸港鄉新港國小,shenkang,Some pieces of art aren't finished until the artist has added color.,有些藝術作品必須等藝術家上好顏色才算完成。,These students are using markers and colored pencils to add color to their drawings.,這些學生用馬克筆與色鉛筆來為他們的圖畫上顏色。,https://www.youtube.com/watch?v=BcHBhkD8vh8
gcgm1X44QGI,Word of the Day: hot pot 火鍋,hot pot,火鍋,yuying,彰化縣員林市育英國小,yuanlin-city,The students make hot pot for lunch.,同學們煮火鍋作為他們的午餐。,They add many different ingredients to their hot pot.,他們加了很多不同料到火鍋當中。,https://www.youtube.com/watch?v=gcgm1X44QGI
D4zhVpMVdiE,Word of the Day: sweep (v) 掃,sweep (v),掃,yuanchyuan,彰化縣二水鄉源泉國小,ershui,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=D4zhVpMVdiE
EepekQTrQvA,Word of the Day: calligraphy (n) 書法,calligraphy (n),書法,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The students are quietly practicing Chinese calligraphy.,同學們安靜地練習寫書法。,The calligraphy teacher is patiently instructing her students.,書法老師很有耐心地指導她的學生。,https://www.youtube.com/watch?v=EepekQTrQvA
g2AfCFYlXE4,Word of the Day: ocarina (n) 陶笛,ocarina (n),陶笛,yuanchyuan,彰化縣二水鄉源泉國小,ershui,These students are playing the ocarina.,這些學生正在吹陶笛。,The ocarina is a musical wind instrument.,陶笛是一種管樂器。,https://www.youtube.com/watch?v=g2AfCFYlXE4
JKXXibUqjv0,Word of the Day: iPad (n) 平板,iPad (n),平板,yuanchyuan,彰化縣二水鄉源泉國小,ershui,Some teachers have students use iPads in the class.,有些老師讓學生在課堂上使用 iPad。,"They use iPads for research, reading, and team activities.",他們使用 iPad 進行研究、閱讀和團隊活動。,https://www.youtube.com/watch?v=JKXXibUqjv0
FDOmTXjiR6E,Word of the Day: dance 跳舞,dance,跳舞,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=FDOmTXjiR6E
kQE_hV4nZIc,Word of the Day: award (n) 獎,award (n),獎,yuanchyuan,彰化縣二水鄉源泉國小,ershui,Each student receives an award.,每個學生都接受頒獎。,The principal gives each student their award.,校長頒發獎項給每個小朋友。,https://www.youtube.com/watch?v=kQE_hV4nZIc
cpCLqnOmv_A,Word of the Day: basketball practice 籃球練習,basketball practice,籃球練習,yuying,彰化縣員林市育英國小,yuanlin-city,The students are outside for basketball practice.,同學們在外面做籃球訓練。,They work hard during basketball practice.,他們非常認真地做籃球訓練。,https://www.youtube.com/watch?v=cpCLqnOmv_A
bkMvXwEPDvE,Word of the Day: serve (v) 打菜,serve (v),打菜,shingang,彰化縣伸港鄉新港國小,shenkang,The students serve lunch to their classmates.,學生為同學打菜。,The task of serving changes every week.,打菜的工作每週輪替一次。,https://www.youtube.com/watch?v=bkMvXwEPDvE
L9HSnWWGJFk,Word of the Day: slide (n) 溜滑梯,slide (n),溜滑梯,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students play on the slide.,學生們在玩溜滑梯。,They take turns going down the slide.,他們輪流滑下溜滑梯。,https://www.youtube.com/watch?v=L9HSnWWGJFk
-75jzO17Is4,Word of the Day: school lunch 營養午餐,school lunch,營養午餐,shingang,彰化縣伸港鄉新港國小,shenkang,School lunch is eaten in the classroom in Taiwan.,台灣的學校午餐是在教室裡吃的。,School lunch is designed to be healthy.,學校午餐主旨在健康。,https://www.youtube.com/watch?v=-75jzO17Is4
JfAqeg9rBSo,Word of the Day: jump rope 跳繩,jump rope,跳繩,shingang,彰化縣伸港鄉新港國小,shenkang,Jumping rope is a great form of cardio.,跳繩是一種很好的有氧運動。,"Once you get the hang of it, you can jump rope really fast!",一旦掌握了竅門，你就能跳得很快！,https://www.youtube.com/watch?v=JfAqeg9rBSo
nkTziNE0-zg,Word of the Day: draw (v) 畫,draw (v),畫,shingang,彰化縣伸港鄉新港國小,shenkang,"The students are using pencils, colored pencils, and markers to draw in class.",學生們正在使用鉛筆、彩色鉛筆和記號筆在課堂上作畫。,Drawing is a fun way to improve your artistic ability!,繪畫是一種提高藝術能力的有趣方式！,https://www.youtube.com/watch?v=nkTziNE0-zg
UIyVEP2WbRw,Word of the Day: mobile library 行動圖書館,mobile library,行動圖書館,shingang,彰化縣伸港鄉新港國小,shenkang,The students go to the mobile library.,同學們造訪行動圖書館。,They choose books to read from the mobile library.,他們從行動圖書館內挑書來閱讀。,https://www.youtube.com/watch?v=UIyVEP2WbRw
3S7CBxj4wxk,Word of the Day: correct (v) 改正,correct (v),改正,shingang,彰化縣伸港鄉新港國小,shenkang,The teachers correct the students' work.,老師改同學的作業。,They use a red pen to correct the students' work.,他們使用紅筆來改學生的作業。,https://www.youtube.com/watch?v=3S7CBxj4wxk
siN5QxCqHJA,Word of the Day: mobile library 行動圖書館,mobile library,行動圖書館,heren,彰化縣和美鎮和仁國小,hemei,The students go to the mobile library.,同學們造訪行動圖書館。,They choose books to read from the mobile library.,他們從行動圖書館內挑書來閱讀。,https://www.youtube.com/watch?v=siN5QxCqHJA
3hTuBD0mAC0,Word of the Day: ocarina performance 陶笛表演,ocarina performance,陶笛表演,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students go on stage for their ocarina performance.,同學們上台表演陶笛。,They have practiced for a long time for their ocarina performance.,他們為了這場陶笛表演已經練習很久了。,https://www.youtube.com/watch?v=3hTuBD0mAC0
cy0IDfmZ7gE,Word of the Day: midterm exams 期中考,midterm exams,期中考,lushang,彰化縣芳苑鄉路上國小,fangyuan,"Midterm exams are exams given around the midpoint of a grading term, such as a quarter or semester.",期中考是一個期中的考試，有可能學季制或是學期制。,Students spend a lot of time and effort preparing for their midterm exams.,同學們花很多時間與精力準備期中考。,https://www.youtube.com/watch?v=cy0IDfmZ7gE
O0RgrZrm9r4,Word of the Day: award (n) 獎,award (n),獎,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,Each student receives an award.,每個學生都接受頒獎。,The principal gives each student their award.,校長頒發獎項給每個小朋友。,https://www.youtube.com/watch?v=O0RgrZrm9r4
8suw0HD5mk0,Word of the Day: basketball practice 籃球練習,basketball practice,籃球練習,datong,彰化縣伸港鄉大同國小,shenkang,The students are outside for basketball practice.,同學們在外面做籃球訓練。,They work hard during basketball practice.,他們非常認真地做籃球訓練。,https://www.youtube.com/watch?v=8suw0HD5mk0
p17sZ_NjkRM,Word of the Day: mobile library 行動圖書館,mobile library,行動圖書館,erlin,彰化縣二林鎮二林國小,erlin,The mobile library is a truck that's been converted into a small library.,行動圖書館是由卡車改裝的小圖書館。,The mobile library can bring lots of books to students at different schools!,行動圖書館可以將書帶給不同學校的學生閱讀。,https://www.youtube.com/watch?v=p17sZ_NjkRM
Po_l0tmPOlw,Word of the Day: Chinese language competition 語文競賽,Chinese language competition,語文競賽,datong,彰化縣伸港鄉大同國小,shenkang,The students make speeches for a Chinese language competition.,同學們在國語文競賽中演說。,Each student makes a speech in front of the other students for the Chinese language competition.,在國語文競賽中，每個人在其他同學面前演說。,https://www.youtube.com/watch?v=Po_l0tmPOlw
8jAjc3tuNdY,Word of the Day: music class 音樂課,music class,音樂課,datong,彰化縣伸港鄉大同國小,shenkang,Each student plays the recorder in music class.,在音樂課時，每一位學生都在吹直笛。,They also learn how to read music in music class.,他們在音樂課也學習如何看樂譜。,https://www.youtube.com/watch?v=8jAjc3tuNdY
MN_uIIBRKhU,Word of the Day: clay (n) 黏土,clay (n),黏土,santan,彰化縣田中鎮三潭國小,tianzhong,The students make figures out of clay.,學生用黏土做塑像。,They use their hands to mold the clay into different shapes.,他們用手將黏土塑造成不同的形狀。,https://www.youtube.com/watch?v=MN_uIIBRKhU
oo0wxV-EpEk,Word of the Day: volleyball (n) 排球,volleyball (n),排球,heren,彰化縣和美鎮和仁國小,hemei,The students practice volleyball.,同學們在練習打排球。,They learn how to hit the ball while practicing volleyball.,他們在練排球時學習如何擊球。,https://www.youtube.com/watch?v=oo0wxV-EpEk
euCNaE1LqDc,Word of the Day: flea market 跳蚤市場,flea market,跳蚤市場,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students set up a flea market at their school.,同學們在學校舉辦一個跳蚤市場。,"At the flea market, the students sell various things.",同學們在跳蚤市場賣各種東西。,https://www.youtube.com/watch?v=euCNaE1LqDc
eO-S96D_E-Y,Word of the Day: ocarina (n) 陶笛,ocarina (n),陶笛,chungshan,彰化縣彰化市中山國小,changhua-city,The students play ocarinas in class.,同學們在課堂上吹陶笛。,They read music while they play their ocarinas.,他們邊吹陶笛邊看樂譜。,https://www.youtube.com/watch?v=eO-S96D_E-Y
V38t1OAun9Y,Word of the Day: hot pot 火鍋,hot pot,火鍋,santan,彰化縣田中鎮三潭國小,tianzhong,The students make hot pot for lunch.,同學們煮火鍋作為他們的午餐。,They add many different ingredients to their hot pot.,他們加了很多不同料到火鍋當中。,https://www.youtube.com/watch?v=V38t1OAun9Y
Dm6UV3J3V6M,Word of the Day: color in 著色,color in,著色,guangxing,彰化縣二林鎮廣興國小,erlin,"The students use pencils to draw animals, and then they color them in.",同學們用鉛筆畫動物，然後再著色。,They use markers to color in their drawings.,他們用彩色筆幫他們畫的圖案著色。,https://www.youtube.com/watch?v=Dm6UV3J3V6M
cbZ2fLuDueQ,Word of the Day: contraption (n) 裝置,contraption (n),裝置,guangxing,彰化縣二林鎮廣興國小,erlin,The students are making different contraptions with building blocks.,學生們用積木打造不同的裝置。,They follow instructions to build their contraptions.,他們遵循指示來建造他們的裝置。,https://www.youtube.com/watch?v=cbZ2fLuDueQ
r9VHcRID1iI,Word of the Day: story (n) 故事,story (n),故事,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students gather together to read stories and answer questions about them.,同學們聚在一起讀報紙的故事並且回答問題。,The students get a prize if they answer the questions from the story correctly.,如果他們正確回答從故事中出的問題，便能夠得到獎品。,https://www.youtube.com/watch?v=r9VHcRID1iI
Q25KORhohOU,Word of the Day: hot pot 火鍋,hot pot,火鍋,huxi,彰化縣溪湖鎮湖西國小,xihu,The students make hot pot for lunch.,同學們煮火鍋作為他們的午餐。,They add many different ingredients to their hot pot.,他們加了很多不同料到火鍋當中。,https://www.youtube.com/watch?v=Q25KORhohOU
obRi0IPsAl8,Word of the Day: recess  (n) 下課時間,recess  (n),下課時間,yuying,彰化縣員林市育英國小,yuanlin-city,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=obRi0IPsAl8
9hD3NQJezRQ,Word of the Day: wash your hands 洗手,wash your hands,洗手,yuying,彰化縣員林市育英國小,yuanlin-city,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=9hD3NQJezRQ
pkR4ygul2dA,Word of the Day: professional development 專業進修,professional development,專業進修,yuying,彰化縣員林市育英國小,yuanlin-city,"In Taiwan, all elementary schools have professional development on Wednesday afternoons.",台灣所有小學老師在週三下午有專業進修。,Teachers learn new skills and strategies during their professional development.,老師在專業進修時學習新技能與教學策略。,https://www.youtube.com/watch?v=pkR4ygul2dA
TWhoY1i6Z_c,Word of the Day: cotton candy 棉花糖,cotton candy,棉花糖,datong,彰化縣伸港鄉大同國小,shenkang,The students make cotton candy in class.,同學們在課堂上製作棉花糖。,They eat the cotton candy after they make it.,在完成之後，他們享用棉花糖。,https://www.youtube.com/watch?v=TWhoY1i6Z_c
bh-zPdZFd2k,Word of the Day: plant (n) 植物,plant (n),植物,datong,彰化縣伸港鄉大同國小,shenkang,The students go outside to learn about plants.,學生們到教室外面學習植物的知識。,They discover different kinds of plants around their school.,他們在校園內發掘不同種類的植物。,https://www.youtube.com/watch?v=bh-zPdZFd2k
XF_JZZ4S_sA,Word of the Day: run (v) 跑步,run (v),跑步,santan,彰化縣田中鎮三潭國小,tianzhong,The students run on the track.,同學們在跑道上跑步。,They run on the track for exercise.,他們在跑道上跑步運動。,https://www.youtube.com/watch?v=XF_JZZ4S_sA
onmvZk8HKOE,Word of the Day: after-school program 課後輔導,after-school program,課後輔導,datong,彰化縣伸港鄉大同國小,shenkang,The students go to their after-school program when the last class is finished.,在最後一節課結束後，同學們上課後輔導課程。,They study and do homework in the after-school program.,在課後輔導課程中，他們讀書並且寫功課。,https://www.youtube.com/watch?v=onmvZk8HKOE
H5I5yV9qvNM,Word of the Day: run (v) 跑步,run (v),跑步,wanlai,彰化縣北斗鎮萬來國小,beidou,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=H5I5yV9qvNM
drMyIjgDpWo,Word of the Day: board game 桌遊,board game,桌遊,chungshan,彰化縣彰化市中山國小,changhua-city,The students form groups to play a board game.,同學們分組玩桌遊。,They enjoy playing the board game in class.,他們很喜歡在課堂上玩桌遊。,https://www.youtube.com/watch?v=drMyIjgDpWo
nJmwZ2oyXcw,Word of the Day: sweep (v) 掃,sweep (v),掃,chungshan,彰化縣彰化市中山國小,changhua-city,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=nJmwZ2oyXcw
BGsX2uEMzM4,Word of the Day: paint (v) 畫,paint (v),畫,datong,彰化縣伸港鄉大同國小,shenkang,The students get ready to paint their lanterns.,同學們準備好要為他們的燈籠彩繪。,They paint different designs on their lanterns.,他們在燈籠上面畫上不同的樣式。,https://www.youtube.com/watch?v=BGsX2uEMzM4
f8givizWntU,Word of the Day: test (n) 考試,test (n),考試,guangxing,彰化縣二林鎮廣興國小,erlin,The students take tests in class.,同學們在課堂上考試。,They focus on taking their tests.,他們很專注於他們的考試。,https://www.youtube.com/watch?v=f8givizWntU
Kt2GcIUJw44,Word of the Day: Chinese characters 國字,Chinese characters,國字,guangxing,彰化縣二林鎮廣興國小,erlin,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=Kt2GcIUJw44
UYSBZSqKVwk,Word of the Day: professional development 專業進修,professional development,專業進修,dingfan,彰化縣鹿港鎮頂番國小,lukang,"In Taiwan, all elementary schools have professional development on Wednesday afternoons.",台灣所有小學老師在週三下午有專業進修。,Teachers learn new skills and strategies during their professional development.,老師在專業進修時學習新技能與教學策略。,https://www.youtube.com/watch?v=UYSBZSqKVwk
I7UoSzpG02w,Word of the Day: wash your hands 洗手,wash your hands,洗手,dingfan,彰化縣鹿港鎮頂番國小,lukang,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=I7UoSzpG02w
bzsRrgunklg,Word of the Day: sweep (v) 掃,sweep (v),掃,guangxing,彰化縣二林鎮廣興國小,erlin,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=bzsRrgunklg
18p2GMadVFA,Word of the Day: social studies 社會科,social studies,社會科,guangxing,彰化縣二林鎮廣興國小,erlin,The teacher is teaching social studies.,這位老師正在教社會科。,The students pay attention to the teacher teaching social studies.,學生們在老師教社會科的時候全神貫注。,https://www.youtube.com/watch?v=18p2GMadVFA
Wa_tzUfVloY,Word of the Day: test (n) 考試,test (n),考試,daan,彰化縣田中鎮大安國小,tianzhong,The students take tests in class.,同學們在課堂上考試。,They focus on taking their tests.,他們很專注於他們的考試。,https://www.youtube.com/watch?v=Wa_tzUfVloY
HzNTAPOAXw0,Word of the Day: jump rope 跳繩,jump rope,跳繩,daan,彰化縣田中鎮大安國小,tianzhong,The kids jump rope to get some exercise.,孩子們跳繩鍛鍊身體。,"When the weather is nice, you can go outside to jump rope!",天氣好的時候，你可以到外面去跳繩。,https://www.youtube.com/watch?v=HzNTAPOAXw0
K7jpoyWMDyM,Word of the Day: recorder (n) 直笛,recorder (n),直笛,daan,彰化縣田中鎮大安國小,tianzhong,The recorder is the first musical instrument that many students learn.,直笛是很多學生學的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹奏很多歌曲。,https://www.youtube.com/watch?v=K7jpoyWMDyM
z8iILDsAPc0,Word of the Day: warm-up (n) 暖身,warm-up (n),暖身,daan,彰化縣田中鎮大安國小,tianzhong,The students do warm-ups to get ready to run.,學生們做熱身準備跑步。,Warm-ups loosen the muscles and reduce the chance of injuries.,熱身可以放鬆肌肉並減少受傷的機會。,https://www.youtube.com/watch?v=z8iILDsAPc0
Fo_MNXh2dKY,Word of the Day: professional development 專業進修,professional development,專業進修,daan,彰化縣田中鎮大安國小,tianzhong,"In Taiwan, all elementary schools have professional development on Wednesday afternoons.",台灣所有小學老師在週三下午有專業進修。,Teachers learn new skills and strategies during their professional development.,老師在專業進修時學習新技能與教學策略。,https://www.youtube.com/watch?v=Fo_MNXh2dKY
3_StBnZTEgg,Word of the Day: watercolor (n) 水彩,watercolor (n),水彩,nanhsing,彰化縣彰化市南興國小,changhua-city,"In art class, the students are painting with watercolor.",學生們在美術課用水彩畫畫。,"To use watercolor, you need a brush, a palette and water.",用水彩繪畫時，你需要畫筆、調色盤還有水。,https://www.youtube.com/watch?v=3_StBnZTEgg
7zKMZFEbauM,Word of the Day: sweep (v) 掃,sweep (v),掃,daan,彰化縣田中鎮大安國小,tianzhong,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=7zKMZFEbauM
zuKJSCBSIb8,Word of the Day: warm-up (n) 暖身,warm-up (n),暖身,guangxing,彰化縣二林鎮廣興國小,erlin,The students do warm-ups to get ready to run.,學生們做熱身準備跑步。,Warm-ups loosen the muscles and reduce the chance of injuries.,熱身可以放鬆肌肉並減少受傷的機會。,https://www.youtube.com/watch?v=zuKJSCBSIb8
nQdiaCCzcbM,Word of the Day: run (v) 跑步,run (v),跑步,guangxing,彰化縣二林鎮廣興國小,erlin,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=nQdiaCCzcbM
VZeenmhAAik,Word of the Day: wash your hands 洗手,wash your hands,洗手,guangxing,彰化縣二林鎮廣興國小,erlin,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=VZeenmhAAik
bv268AlW5m4,Word of the Day: jump rope 跳繩,jump rope,跳繩,guangxing,彰化縣二林鎮廣興國小,erlin,The kids jump rope to get some exercise.,孩子們跳繩鍛鍊身體。,"When the weather is nice, you can go outside to jump rope!",天氣好的時候，你可以到外面去跳繩。,https://www.youtube.com/watch?v=bv268AlW5m4
gbF8E2pTFW0,Word of the Day: professional development 專業進修,professional development,專業進修,guangxing,彰化縣二林鎮廣興國小,erlin,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=gbF8E2pTFW0
ATXl0AhxL4Y,Word of the Day: bubble (n) 泡泡,bubble (n),泡泡,chungshan,彰化縣彰化市中山國小,changhua-city,The students learn how to make bubbles outside.,同學們學習在室外拉泡泡。,They use different bubble wands to make different-sized bubbles.,他們使用泡泡棒拉出不同大小的泡泡。,https://www.youtube.com/watch?v=ATXl0AhxL4Y
gJRVzkJipHo,Word of the Day: tablet (n) 平板,tablet (n),平板,chungshan,彰化縣彰化市中山國小,changhua-city,The students are using tablets with keyboards in class.,同學們在課堂上使用加上鍵盤的平板。,The students are using their tablets to learn new things in class.,同學們在課堂上使用他們的平板來學習新的事物。,https://www.youtube.com/watch?v=gJRVzkJipHo
blzL0RHG1LE,Word of the Day: test (n) 考試,test (n),考試,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students take tests in class.,同學們在課堂上考試。,They focus on taking their tests.,他們很專注於他們的考試。,https://www.youtube.com/watch?v=blzL0RHG1LE
xYLLpfzQOIU,Word of the Day: class dismissal 放學,class dismissal,放學,datong,彰化縣伸港鄉大同國小,shenkang,The students line up outside for class dismissal.,同學們在外面排隊準備放學。,They go home after class dismissal.,他們在放學後回家。,https://www.youtube.com/watch?v=xYLLpfzQOIU
MMjiCjXGWkM,Word of the Day: basketball (n) 籃球,basketball (n),籃球,huxi,彰化縣溪湖鎮湖西國小,xihu,The students play basketball outside.,同學們在外面打籃球。,They shoot the ball when playing basketball.,他們在打籃球的時候投籃。,https://www.youtube.com/watch?v=MMjiCjXGWkM
sPs2S61njlE,Word of the Day: mobile library 行動圖書館,mobile library,行動圖書館,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The mobile library is a truck that's been converted into a small library.,行動圖書館是由卡車改裝的小圖書館。,The mobile library can bring lots of books to students at different schools!,行動圖書館可以將書帶給不同學校的學生閱讀。,https://www.youtube.com/watch?v=sPs2S61njlE
2-TKfmJ1r7A,Word of the Day: jump rope 跳繩,jump rope,跳繩,huxi,彰化縣溪湖鎮湖西國小,xihu,The kids jump rope to get some exercise.,孩子們跳繩做運動。,"When the weather is nice, you can go outside to jump rope!",天氣好的時候，你可以到外面去跳繩。,https://www.youtube.com/watch?v=2-TKfmJ1r7A
ptxWmLN7rwQ,Word of the Day: swimming class 游泳課,swimming class,游泳課,guosheng,彰化縣彰化市國聖國小,changhua-city,The students learn how to swim in swimming class.,同學們在游泳課時學習如何游泳。,They learn the basics of swimming in swimming class.,他們在游泳課時學習游泳的基本動作。,https://www.youtube.com/watch?v=ptxWmLN7rwQ
W03Qoa38Jf4,Word of the Day: professional development 專業進修,professional development,專業進修,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=W03Qoa38Jf4
jXGI2IVK248,Word of the Day: correct (v) 改正,correct (v),改正,ershui,彰化縣二水鄉二水國小,ershui,The teachers correct the students' work.,老師改同學的作業。,They use a red pen to correct the students' work.,他們使用紅筆來改學生的作業。,https://www.youtube.com/watch?v=jXGI2IVK248
UKf5Ho3OTrk,Word of the Day: library (n) 圖書館,library (n),圖書館,raoming,彰化縣員林市饒明國小,yuanlin-city,The students check out books at the library.,同學們在圖書館借書。,They check out books from the library to study at home.,他們從圖書館借書回家讀。,https://www.youtube.com/watch?v=UKf5Ho3OTrk
bZ3QG2ZlHz0,Word of the Day: correct (v) 改正,correct (v),改正,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The teachers correct the students' work.,老師改同學的作業。,They use a red pen to correct the students' work.,他們使用紅筆來改學生的作業。,https://www.youtube.com/watch?v=bZ3QG2ZlHz0
JM1x2uqrwp4,Word of the Day: Chinese characters 國字,Chinese characters,國字,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=JM1x2uqrwp4
5rruKX1-_U0,Word of the Day: social studies 社會科,social studies,社會科,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The teacher is teaching social studies.,這位老師正在教社會科。,The students pay attention to the teacher teaching social studies.,學生們在老師教社會科的時候全神貫注。,https://www.youtube.com/watch?v=5rruKX1-_U0
i7mxPFB_PSM,Word of the Day: sweep (v) 掃,sweep (v),掃,dajuang,彰化縣溪州鄉大莊國小,xizhou,"Every day, students sweep away fallen leaves on school grounds.         """,每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=i7mxPFB_PSM
e0WCciuOapg,Word of the Day: spring couplet 春聯,spring couplet,春聯,dajuang,彰化縣溪州鄉大莊國小,xizhou,The man writes a spring couplet in black ink.,這個先生用黑墨汁寫春聯。,The spring couplet has wishes for good fortune.,春聯上有吉祥話。,https://www.youtube.com/watch?v=e0WCciuOapg
5rezDyPIf4w,Word of the Day: lunch (n) 午餐,lunch (n),午餐,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students eat lunch in the classroom.,同學們在教室吃午餐。,They always eat lunch at their desk.,他們總是在自己的書桌上吃午餐。,https://www.youtube.com/watch?v=5rezDyPIf4w
yyKs5i55u4U,Word of the Day: sticky rice ball 湯圓,sticky rice ball,湯圓,raoming,彰化縣員林市饒明國小,yuanlin-city,The students prepare to make sticky rice balls.,同學們準備要搓湯圓。,The sticky rice balls are white and pink.,湯圓的顏色是白色與粉紅色的。,https://www.youtube.com/watch?v=yyKs5i55u4U
yA-KBhKDqDw,Word of the Day: reading 閱讀,reading,閱讀,raoming,彰化縣員林市饒明國小,yuanlin-city,Look at the students. They’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=yA-KBhKDqDw
WV88OIZvkVo,Word of the Day: reading 閱讀,reading,閱讀,fude,彰化縣永靖鄉福德國小,yongjing,Look at the students. They’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=WV88OIZvkVo
zbZGqDvO-4M,Word of the Day: Chinese characters 國字,Chinese characters,國字,raoming,彰化縣員林市饒明國小,yuanlin-city,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=zbZGqDvO-4M
P8DYFazvTPs,Word of the Day: leave (v) 離開,leave (v),離開,datong,彰化縣伸港鄉大同國小,shenkang,The students gather to leave school.,同學們集合要離校了。,They line up to leave school.,他們排隊離校。,https://www.youtube.com/watch?v=P8DYFazvTPs
GCyBdFGs5Cs,Word of the Day: sweep (v) 掃,sweep (v),掃,dongshing,彰化縣鹿港鎮東興國小,lukang,"Every day, students sweep away fallen leaves on school grounds.         """,每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=GCyBdFGs5Cs
A0BcK5uaTc4,Word of the Day: cross (v) 穿越,cross (v),穿越,raoming,彰化縣員林市饒明國小,yuanlin-city,Watch out for students crossing the road.,當心正在過馬路的學生。,Crossing guards stop traffic to let students cross the street safely.,交通導護阻擋車輛讓學生安全過馬路。,https://www.youtube.com/watch?v=A0BcK5uaTc4
