video_id,title,keyword,keyword_zh,school_slug,school_zh,school_raw,school_status,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube,in_existing_csv
uh3a6U1CS3M,Word of the Day: dance (v) 跳舞,dance (v),跳舞,yongfeng,彰化縣福興鄉永豐國小,彰化線福興鄉永豐國小,ok,fuxing,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=uh3a6U1CS3M,False
FX-IsSnb4e8,Word of the Day: pile (v) 堆疊,pile (v),堆疊,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,The students are carrying the piled-up books.,學生們搬運著堆積如山的書本。,"When the books are piled up, it is easy to carry more than one book at once.",當書堆放起來時，很容易同時攜帶多本書。,https://www.youtube.com/watch?v=FX-IsSnb4e8,True
iWpT7ofpdUA,Word of the Day: Chinese class 國語課,Chinese class,國語課,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students are in Chinese class.,同學們正在上國語課。,They learn Chinese characters in Chinese class.,他們在國語課學習中文字。,https://www.youtube.com/watch?v=iWpT7ofpdUA,False
jHiffAWsXnA,Word of the Day: lunch (n) 午餐,lunch (n),午餐,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students eat lunch in the classroom.,同學們在教室吃午餐。,They always eat lunch at their desk.,他們總是在自己的書桌上吃午餐。,https://www.youtube.com/watch?v=jHiffAWsXnA,False
uP6VifVDOQk,Word of the Day: foreign teacher 外國老師,foreign teacher,外國老師,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,The foreign teacher is teaching English to the students.,外國老師的正在教學生英語。,The students are listening carefully to the foreign teacher.,學生們正在認真聽外國老師的上課。,https://www.youtube.com/watch?v=uP6VifVDOQk,True
EZyzIVIXtqQ,Word of the Day: table tennis 桌球,table tennis,桌球,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students practice playing table tennis.,學生們練習打桌球。,Table tennis is a popular sport in Taiwan.,桌球是台灣流行的運動。,https://www.youtube.com/watch?v=EZyzIVIXtqQ,False
i_unbnWRdU0,Word of the Day: soccer (n) 足球,soccer (n),足球,sinjuang,彰化縣和美鎮新庄國小,彰化縣和美鎮新庄國小,ok,hemei,Soccer is a very popular sport.,足球是很受歡迎的運動。,The students are having a lot of fun playing soccer.,同學們正享受踢足球的樂趣。,https://www.youtube.com/watch?v=i_unbnWRdU0,False
6Ztl4yiKKqQ,Word of the Day: technology center 科技中心,technology center,科技中心,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students visit a technology center.,學生們參觀科技中心。,They learn about different technologies at the technology center.,他們在科技中心學習不同的技術。,https://www.youtube.com/watch?v=6Ztl4yiKKqQ,True
xdeoSJpY51w,Word of the Day: virtual reality 虛擬實境,virtual reality,虛擬實境,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are doing virtual reality.,學生們正在做虛擬實境。,They use headsets and controls to do virtual reality.,他們使用耳機和控制來實現虛擬實境。,https://www.youtube.com/watch?v=xdeoSJpY51w,False
qGdCX0cuP4E,Word of the Day: storyteller (n) 說故事的人,storyteller (n),說故事的人,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,A good storyteller teaches a lesson and entertains you at the same time.,一個擅長講說故事的人可以教導大家道理，同時又兼具娛樂大眾。,The storytellers can use real or fictional information to tell a story.,說故事的人可能用真實或者是虛構的情節來說故事。,https://www.youtube.com/watch?v=qGdCX0cuP4E,False
wZRnnkX7XZA,Word of the Day: basketball (n) 籃球,basketball (n),籃球,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students play basketball outside.,同學們在外面打籃球。,They shoot the ball when playing basketball.,他們在打籃球的時候投籃。,https://www.youtube.com/watch?v=wZRnnkX7XZA,False
F3KOY6J5_zE,Word of the Day: prize (n) 獎品,prize (n),獎品,datong,彰化縣伸港鄉大同國小,彰化縣伸港新大同國小,ok,shenkang,The students go to the table to choose a prize.,學生們到桌前選擇獎品。,They turn in their points to receive a prize.,他們交出點數兌換獎品。,https://www.youtube.com/watch?v=F3KOY6J5_zE,True
srsmofH77No,Word of the Day: tree bark rubbing 樹幹拓印,tree bark rubbing,樹幹拓印,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students do a tree bark rubbing activity outside.,學生們在外面進行樹幹拓印的活動。,They use paper and crayons for the tree bark rubbing activity.,他們使用紙和蠟筆進行樹幹拓印活動。,https://www.youtube.com/watch?v=srsmofH77No,True
0JlrLPqZPpc,Word of the Day: evacuation drill 逃生演練,evacuation drill,逃生演練,wanlai,彰化縣北斗鎮萬來國小,彰化縣北斗鎮萬來國小,ok,beidou,The students gather for an evacuation drill.,學生們聚集在一起進行逃生演習。,The evacuation drill teaches students how to safely get off a tour bus in an emergency.,逃生演練教導學生如何在緊急情況下安全下車。,https://www.youtube.com/watch?v=0JlrLPqZPpc,False
nUL35IcEtxw,Word of the Day: dodgebee (n) 躲避盤,dodgebee (n),躲避盤,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students are playing dodgebee.,學生們正在玩躲飛盤遊戲。,"Dodgebee is like dodgeball, except a soft frisbee is used instead of a ball.",躲避飛盤類似於躲避球，只不過用的是軟飛盤而不是球。,https://www.youtube.com/watch?v=nUL35IcEtxw,True
7ljO3-5xF0Q,Word of the Day: jump rope 跳繩,jump rope,跳繩,dingfan,彰化縣鹿港鎮頂番國小,彰化縣鹿港鎮頂番國小,ok,lukang,Jump rope is a good way to stay active and healthy.,跳繩是保持活躍和健康的好方法。,The students enjoy playing jump rope at recess.,課間休息時，學生喜歡玩跳繩。,https://www.youtube.com/watch?v=7ljO3-5xF0Q,False
BQNK2LtMM50,Word of the Day: read (v) 閱讀,read (v),閱讀,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The student chooses a book to read.,學生選擇一本書閱讀。,The student reads a book.,學生們在讀書。,https://www.youtube.com/watch?v=BQNK2LtMM50,False
28fWiWD7pq8,Word of the Day: class dismissal 放學,class dismissal,放學,sinjuang,彰化縣和美鎮新庄國小,彰化縣和美鎮新庄國小,ok,hemei,The students line up outside for class dismissal.,同學們在外面排隊準備放學。,They go home after class dismissal.,他們在放學後回家。,https://www.youtube.com/watch?v=28fWiWD7pq8,True
vdki_WYVM1M,Word of the Day: playground (n) 遊樂場,playground (n),遊樂場,dingfan,彰化縣鹿港鎮頂番國小,彰化縣鹿港鎮頂番國小,ok,lukang,The students play different games at the school playground.,學生們在學校遊樂場上玩著不同的遊戲。,The playground has monkey bars for students to hang on.,遊樂場有攀爬架讓學生懸吊。,https://www.youtube.com/watch?v=vdki_WYVM1M,True
HlD8hzOSy4g,Word of the Day: pottery wheel 陶輪,pottery wheel,陶輪,daan,彰化縣田中鎮大安國小,彰化縣田中鎮大安國小,ok,tianzhong,Pottery wheel is used to create useful objects.,陶輪用於製造有用的物品。,Cups and vases are made using a pottery wheel.,杯子和花瓶是用陶輪製成的,https://www.youtube.com/watch?v=HlD8hzOSy4g,True
lf7A-eQ4-y4,Word of the Day: recycling (n) 回收,recycling (n),回收,tianjhong,彰化縣田中鎮田中國小,彰化縣田中鎮田中國小,ok,tianzhong,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=lf7A-eQ4-y4,True
C7oJu5gYUSw,Word of the Day: artwork (n) 藝術作品,artwork (n),藝術作品,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students share interesting facts about Van Gogh's artwork.,學生分享有關梵高藝術作品的有趣事實。,There are different pieces of Van Gogh's artwork on display.,有梵谷的不同作品展示中。,https://www.youtube.com/watch?v=C7oJu5gYUSw,True
ZfB0vXC9d94,Word of the Day: friction (n) 摩擦力,friction (n),摩擦力,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students learn about friction in science class.,學生在科學課上學習摩擦力。,They work in groups to do experiments on friction.,他們分組進行摩擦實驗。,https://www.youtube.com/watch?v=ZfB0vXC9d94,True
x8dW2fm_gn0,Word of the Day: archery (n) 射箭,archery (n),射箭,hsinmin,彰化縣田中鎮新民國小,彰化縣田中鎮新民國小,ok,tianzhong,"The students practice archery, using bows to shoot arrows at targets.",學生們練習射箭，用弓把箭射向目標。,The goal of archery is to hit your target with an arrow.,射箭的目標是用箭射中目標,https://www.youtube.com/watch?v=x8dW2fm_gn0,False
eUhThcmwm6U,Word of the Day: board game 桌遊,board game,桌遊,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students form groups to play a board game.,同學們分組玩桌遊。,They enjoy playing the board game in class.,他們很喜歡在課堂上玩桌遊。,https://www.youtube.com/watch?v=eUhThcmwm6U,False
_mWKzGlgvQc,Word of the Day: cart (n) 餐車,cart (n),餐車,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,The students clean the cart.,學生清理餐車。,The cart is used to move lunch for teachers and students.,餐車用於為教師和學生運送午餐。,https://www.youtube.com/watch?v=_mWKzGlgvQc,True
6em5wMfq-dI,Word of the Day: dance routine 舞蹈動作,dance routine,舞蹈動作,wanlai,彰化縣北斗鎮萬來國小,彰化縣北斗鎮萬來國小,ok,beidou,"The girls work very hard, rehearsing their dance routines with their instructor.",這群女孩子很認真和老師排練他們的舞步。,"Once they know the moves like the backs of their hands, the girls perform their dance routines in front of their classmates.",一旦他們將舞步練到很熟之後，他們在同學的面前表演。,https://www.youtube.com/watch?v=6em5wMfq-dI,True
CF876RS5atc,Word of the Day: drumstick (n) 鼓槌,drumstick (n),鼓槌,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The performers are using wooden drumsticks to beat the drums.,表演者用木製的槌打鼓。,Each drummer has their own pair of drumsticks.,每個鼓手都有自己的一對鼓槌。,https://www.youtube.com/watch?v=CF876RS5atc,False
gyQmd3Y4sOI,Word of the Day: dentist (n) 牙醫,dentist (n),牙醫,jhutang,彰化縣竹塘鄉竹塘國小,彰化縣竹塘鄉竹塘國小,ok,zhutang,The dentist visits the school to check the students' teeth.,牙醫到學校檢查學生的牙齒。,The dentist works in the nurse's office.,牙醫在護士辦公室工作。,https://www.youtube.com/watch?v=gyQmd3Y4sOI,True
ON_Z60SsUYg,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=ON_Z60SsUYg,False
mXJ7qyxamo4,Word of the Day: art museum 美術館,art museum,美術館,jhutang,彰化縣竹塘鄉竹塘國小,彰化縣竹塘鄉竹塘國小,ok,zhutang,The students go to an art museum.,學生們去美術館。,They follow a tour guide at the art museum.,他們跟著導遊來到藝術博物館。,https://www.youtube.com/watch?v=mXJ7qyxamo4,False
cTK0qmsg_CM,Word of the Day: sweep (v) 掃,sweep (v),掃,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=cTK0qmsg_CM,False
NF8DsgkxAMc,Word of the Day: shopping 購物,shopping,購物,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students go to the store to go shopping.,學生們去商店購物。,They buy candy when they go shopping.,他們去購物時買糖果。,https://www.youtube.com/watch?v=NF8DsgkxAMc,True
29Afk_x_JSk,Word of the Day: worksheet (n) 學習單,worksheet (n),學習單,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,In class the students get ready for their storytelling event by filling out a worksheet.,在上課中，同學們填寫學習單為他們說故事的活動做準備。,The worksheet helps them organize information about their stories.,學習單可以幫助他們整理好故事的資訊。,https://www.youtube.com/watch?v=29Afk_x_JSk,False
ahSwoa-NB34,Word of the Day: presentation 介紹,presentation,介紹,wanlai,彰化縣北斗鎮萬來國小,彰化縣北斗鎮萬來國小,ok,beidou,The teacher makes a presentation on Indonesian turmeric rice.,老師介紹印尼薑黃米。,The students listen to the teacher's presentation.,學生們聆聽老師的簡介說明。,https://www.youtube.com/watch?v=ahSwoa-NB34,True
-nqP48qAieo,Word of the Day: tennis practice 網球訓練,tennis practice,網球訓練,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students participate in tennis practice.,學生們參加網球練習。,They hit the tennis ball with their racquets during tennis practice.,他們在網球練習中用球拍擊打網球。,https://www.youtube.com/watch?v=-nqP48qAieo,True
kMndtzksqfs,Word of the Day: sweep (v) 掃,sweep (v),掃,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=kMndtzksqfs,False
Fd_zeN6kwog,Word of the Day: game (n) 遊戲,game (n),遊戲,raoming,彰化縣員林市饒明國小,彰化縣員林鎮饒明國小,ok,yuanlin-city,The students play games to learn addition.,學生們透過玩遊戲來學習加法。,They play games in pairs.,他們兩人一組玩遊戲。,https://www.youtube.com/watch?v=Fd_zeN6kwog,True
tGeNfPmo1k4,Word of the Day: jump rope 跳繩,jump rope,跳繩,raoming,彰化縣員林市饒明國小,彰化縣員林鎮饒明國小,ok,yuanlin-city,The teacher shows the students how to jump rope.,老師向學生展示如何跳繩。,The students try to jump rope.,學生們嘗試跳繩。,https://www.youtube.com/watch?v=tGeNfPmo1k4,False
Kig5Bhmtqvk,Word of the Day: story (n) 故事,story (n),故事,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students write a story in class.,學生在課堂上寫一個故事。,They draw a picture for their story.,他們為自己的故事畫了一幅圖畫。,https://www.youtube.com/watch?v=Kig5Bhmtqvk,True
QUCY5A3Asq8,Word of the Day: race (n) 賽跑,race (n),賽跑,raoming,彰化縣員林市饒明國小,彰化縣員林鎮饒明國小,ok,yuanlin-city,The students run in a relay race outside.,學生們在外面進行接力賽。,They have to go through a hula hoop and tag their teammate in the race.,他們必須穿過呼拉圈並在比賽中標記他們的隊友。,https://www.youtube.com/watch?v=QUCY5A3Asq8,True
yawBtpG6fss,Word of the Day: storyteller (n) 講故事的人,storyteller (n),講故事的人,raoming,彰化縣員林市饒明國小,彰化縣員林鎮饒明國小,ok,yuanlin-city,A good storyteller teaches a lesson and entertains you at the same time.,一個擅長講說故事的人可以教導大家道理，同時又兼具娛樂大眾。,The storytellers can use real or fictional information to tell a story.,說故事的人可能用真實或者是虛構的情節來說故事。,https://www.youtube.com/watch?v=yawBtpG6fss,False
G_0RgcTtffM,Word of the Day: storytelling contest 說故事比賽,storytelling contest,說故事比賽,raoming,彰化縣員林市饒明國小,彰化縣員林鎮饒明國小,ok,yuanlin-city,The students participate in a storytelling contest.,學生們參加說故事比賽。,They each tell a story for the storytelling contest.,他們每人為說故事比賽講一個故事。,https://www.youtube.com/watch?v=G_0RgcTtffM,False
q5-VRLeLZWg,Word of the Day: badminton (n) 羽球,badminton (n),羽球,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students play badminton outside.,學生在外面打羽毛球。,They practice hitting the shuttlecock while playing badminton.,他們一邊打羽毛球，一邊練習打羽毛球。,https://www.youtube.com/watch?v=q5-VRLeLZWg,True
PGdigN3OQ_8,Word of the Day: tambourine (n) 鈴鼓,tambourine (n),鈴鼓,raoming,彰化縣員林市饒明國小,彰化縣員林市饒明國小,ok,yuanlin-city,The students practice the tambourine in class.,學生在課堂上練習鈴鼓。,They play tambourines together.,他們一起練習鈴鼓。,https://www.youtube.com/watch?v=PGdigN3OQ_8,True
FS59uvTmoKY,Word of the Day: class dismissal 放學,class dismissal,放學,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students line up outside for class dismissal.,同學們在外面排隊準備放學。,They go home after class dismissal.,他們在放學後回家。,https://www.youtube.com/watch?v=FS59uvTmoKY,False
QVUSfuQb0uI,Word of the Day: check out 借書,check out,借書,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students check out books from the library at recess.,同學們利用下課到圖書室借書。,"After the librarian checks out the students' books, they can take them home to read.",向圖書館員辦理借閱手續後，同學們可以將書帶回家看。,https://www.youtube.com/watch?v=QVUSfuQb0uI,False
G5f_Fa0Y23g,Word of the Day: video (n) 影片,video (n),影片,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students watch a video in class.,學生在課堂上觀看影片。,They pay attention to the video.,他們關注影片。,https://www.youtube.com/watch?v=G5f_Fa0Y23g,False
FfLrdz9_RpU,Word of the Day: sing (v) 唱,sing (v),唱,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students sing the song in class.,學生們在課堂上唱這首歌。,The students sing along in class to the music.,學生們在課堂上跟著音樂唱歌。,https://www.youtube.com/watch?v=FfLrdz9_RpU,True
dlrWhrYKC6k,Word of the Day: professional development 專業進修,professional development,專業進修,chungshih,彰化縣員林市崇實高工,彰化縣員林崇實高工,ok,yuanlin-city,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=dlrWhrYKC6k,True
Q5_fg7TMSrM,Word of the Day: wash your hands 洗手,wash your hands,洗手,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=Q5_fg7TMSrM,False
5vRUQv4sQ1w,Word of the Day: write (v) 寫,write (v),寫,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students write in their workbooks.,同學們在習作本上寫字。,They are focused on writing neatly.,他們很專注把字寫工整。,https://www.youtube.com/watch?v=5vRUQv4sQ1w,True
OeDkxZ7CZHU,Word of the Day: online test 線上測驗,online test,線上測驗,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students take online tests in class.,學生在課堂上進行線上測驗。,They use tablets to take their online tests.,他們使用平板進行線上測試。,https://www.youtube.com/watch?v=OeDkxZ7CZHU,False
gJ7FUfQjTPY,Word of the Day: Chinese characters (n) 國字,Chinese characters (n),國字,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=gJ7FUfQjTPY,True
QkY6_Y3yEKo,Word of the Day: math class 數學課,math class,數學課,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,The students are in math class.,學生們正在上數學課。,The teacher teaches math in math class.,老師在數學課教數學。,https://www.youtube.com/watch?v=QkY6_Y3yEKo,False
1MFjnyBr6Jw,Word of the Day: basketball (n) 籃球,basketball (n),籃球,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students play basketball outside.,同學們在外面打籃球。,They shoot the ball when playing basketball.,他們在打籃球的時候投籃。,https://www.youtube.com/watch?v=1MFjnyBr6Jw,False
fzsUNhqXZ50,Word of the Day: iPad (n) 平板,iPad (n),平板,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,Some teachers have students use iPads in the class.,有些老師讓學生在課堂上使用 iPad。,"They use iPads for research, reading, and team activities.",他們使用 iPad 查資料、閱讀和進行小組活動。,https://www.youtube.com/watch?v=fzsUNhqXZ50,False
-wmmsX6RFnI,Word of the Day: professional development 專業進修,professional development,專業進修,kuaiguan,彰化縣彰化市快官國小,彰化縣彰化市快官國小,ok,changhua-city,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=-wmmsX6RFnI,False
7Bh0SnJrL1M,Word of the Day: Chinese class 國語課,Chinese class,國語課,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students are in Chinese class.,同學們正在上國語課。,They learn Chinese characters in Chinese class.,他們在國語課學習中文字。,https://www.youtube.com/watch?v=7Bh0SnJrL1M,False
XdKjFprh9D0,Word of the Day: recess (n)下課時間,recess (n),下課時間,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=XdKjFprh9D0,False
CKBiLMXcBew,Word of the Day: write (v) 寫,write (v),寫,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The students write in their workbooks.,同學們在習作本上寫字。,They are focused on writing neatly.,他們很專注把字寫工整。,https://www.youtube.com/watch?v=CKBiLMXcBew,False
xZmjgnpHfzw,Word of the Day: correct (v) 改正,correct (v),改正,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,The teachers correct the students' work.,老師改同學的作業。,They use a red pen to correct the students' work.,他們使用紅筆來改學生的作業。,https://www.youtube.com/watch?v=xZmjgnpHfzw,False
kkvRsvyUyuw,Word of the Day: badminton (n) 羽球,badminton (n),羽球,yuying,彰化縣員林市育英國小,彰化縣員林市育英國小,ok,yuanlin-city,The students play badminton in class.,學生在課堂上打羽毛球。,They compete against each other in badminton.,他們在羽球比賽中互相競爭。,https://www.youtube.com/watch?v=kkvRsvyUyuw,True
6QnqvHzT3FY,Word of the Day: ballet (n) 芭蕾舞,ballet (n),芭蕾舞,yuying,彰化縣員林市育英國小,彰化縣員林市育英國小,ok,yuanlin-city,The students are in ballet class.,學生們正在上芭蕾舞課。,They do classical ballet dances in ballet class.,他們在芭蕾舞課上跳古典芭蕾。,https://www.youtube.com/watch?v=6QnqvHzT3FY,True
4tRzx2tDmhU,Word of the Day: wash your hands 洗手,wash your hands,洗手,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=4tRzx2tDmhU,False
VFoLI-9YsYM,Word of the Day: professional development 專業進修,professional development,專業進修,yongfeng,彰化縣福興鄉永豐國小,彰化縣福興鄉永豐國小,ok,fuxing,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=VFoLI-9YsYM,False
7gyI1C_F2wc,Word of the Day: rice balls 元宵,rice balls,元宵,yuying,彰化縣員林市育英國小,彰化縣員林市育英國小,ok,yuanlin-city,The students make rice balls in class.,學生在課堂上做元宵。,Rice balls are made for certain holidays in Taiwan.,這些元宵是為台灣的某些節慶而製作的。,https://www.youtube.com/watch?v=7gyI1C_F2wc,True
0AjcAuWRjEg,Word of the Day: coloring contest 著色比賽,coloring contest,著色比賽,jhutang,彰化縣竹塘鄉竹塘國小,彰化縣竹塘鄉竹塘國小,ok,zhutang,The students participate in a coloring contest.,學生參加填色比賽。,They have to color the same drawings in the coloring contest.,他們必須在填色比賽中為相同的圖畫著色。,https://www.youtube.com/watch?v=0AjcAuWRjEg,True
H7kK2bmIVoI,Word of the Day: maintain (v) 維護,maintain (v),維護,xishi,彰化縣福興鄉西勢國小,彰化縣福興鄉西勢國小,ok,fuxing,The teacher takes the time to maintain her garden.,老師花時間打理她的花園。,She maintains her garden by keeping it clean and watering it.,她透過保持花園清潔和澆水來維護花園。,https://www.youtube.com/watch?v=H7kK2bmIVoI,True
6F8vq4d2KoU,Word of the Day: read (v) 閱讀,read (v),閱讀,chaohsing,彰化縣社頭鄉朝興國小,彰化縣社頭鄉朝興國小,ok,shetou,The student chooses a book to read.,學生選擇一本書閱讀。,The student reads a book.,學生們在讀書。,https://www.youtube.com/watch?v=6F8vq4d2KoU,True
YTAaRcZ5Qi4,Word of the Day: reading log 閱讀紀錄本,reading log,閱讀紀錄本,jhutang,彰化縣竹塘鄉竹塘國小,彰化縣竹塘鄉竹塘國小,ok,zhutang,The school showcases students' reading logs for browsing.,學校展示學生的閱讀紀錄本供瀏覽。,These reading logs feature thoughts from their story readings.,這些閱讀紀錄本包含了他們閱讀故事時的想法。,https://www.youtube.com/watch?v=YTAaRcZ5Qi4,True
pSD46o-lBFw,Word of the Day: writing contest 作文比賽,writing contest,作文比賽,jhutang,彰化縣竹塘鄉竹塘國小,彰化縣竹塘鄉竹塘國小,ok,zhutang,The students participate in a writing contest.,學生參加作文比賽。,They have limited time to write in the writing contest.,他們在作文比賽中寫作的時間有限。,https://www.youtube.com/watch?v=pSD46o-lBFw,True
nqHezeViyaY,Word of the Day: wash (v) 洗,wash (v),洗,daan,彰化縣田中鎮大安國小,彰化縣田中鎮大安國小,ok,tianzhong,The students wash their hands.,學生們洗手。,They wash their hands with soap.,他們用肥皂洗手。,https://www.youtube.com/watch?v=nqHezeViyaY,True
WdRph3pZchM,Word of the Day: Chinese class 國語課,Chinese class,國語課,dingfan,彰化縣鹿港鎮頂番國小,彰化縣鹿港鎮頂番國小,ok,lukang,The students are participating in Chinese class.,學生們正在上國語課。,They use a dictionary in Chinese class.,他們在國語課上使用字典。,https://www.youtube.com/watch?v=WdRph3pZchM,True
jhyrsJGY1OY,Word of the Day: flute (n) 長笛,flute (n),長笛,daan,彰化縣田中鎮大安國小,彰化縣田中鎮大安國小,ok,tianzhong,The students practice the flute in class.,學生在課堂上練習長笛。,They play the flute together in music class.,他們在音樂課一起吹長笛。,https://www.youtube.com/watch?v=jhyrsJGY1OY,True
6CZZ2Nff7RM,Word of the Day: constellation (n) 星座,constellation (n),星座,daan,彰化縣田中鎮大安國小,彰化縣田中鎮大安國小,ok,tianzhong,The students look at different constellations on their iPads.,學生在 iPad 上觀察不同的星座。,They learn about constellations in science class.,他們在科學課上學習星座。,https://www.youtube.com/watch?v=6CZZ2Nff7RM,True
dLFDF52xOE0,Word of the Day: art class 美術課,art class,美術課,dingfan,彰化縣鹿港鎮頂番國小,彰化縣鹿港鎮頂番國小,ok,lukang,The students draw in art class.,學生在美術課上畫畫。,They draw many different things in art class.,他們在美術課上畫了很多不同的東西。,https://www.youtube.com/watch?v=dLFDF52xOE0,True
